epoch,train_loss,train_acc,test_acc,test_precision,test_recall,test_f1,learning_rate
1,3.603170955882353,38.333333333333336,50.67178502879079,50.686896687921404,51.051555206581355,46.85859067253637,0.000997260947684137
2,2.4435891544117645,62.22222222222222,54.12667946257198,55.939662716225456,58.22294699189315,53.75625373353419,0.0009890738003669039
3,1.9338235294117647,74.25925925925925,54.31861804222648,55.94804211780706,58.66594299560275,54.91150737877501,0.0009755282581475776
4,1.622702205882353,76.11111111111111,55.470249520153544,58.724521075175694,58.01605240777803,55.96757495166555,0.0009567727288213008
5,1.4025735294117647,80.18518518518518,57.965451055662186,60.36679007175011,60.137343611117934,57.81963852864932,0.00093301270189222
6,1.3129021139705883,82.22222222222221,54.894433781190024,59.46539594540853,59.92851701089804,56.79420804248695,0.000904508497187474
7,1.1468864889705883,85.92592592592592,57.77351247600768,59.292893400220535,60.43060595125335,57.9995510267003,0.0008715724127386974
8,1.0239545036764706,87.5925925925926,55.08637236084453,58.15766485679814,58.53518364030704,55.4420842936577,0.0008345653031794292
9,0.9980755974264706,85.37037037037038,55.85412667946257,58.55016009483748,58.874322142840796,56.318510814483204,0.0007938926261462366
10,0.8984949448529411,87.96296296296296,57.38963531669866,58.0462338455697,60.62679568537518,56.89285763247145,0.0007500000000000001
11,0.8477711397058824,89.25925925925927,59.11708253358925,59.41241028765894,62.024460780907376,59.097467365995286,0.0007033683215379002
12,0.7894646139705882,92.03703703703704,57.77351247600768,58.66976285755484,60.15559126121287,58.04250736509534,0.0006545084971874741
13,0.7275965073529411,92.77777777777779,57.965451055662186,59.127604537452584,59.520759253132084,57.676221151443684,0.00060395584540888
14,0.7141256893382353,92.5925925925926,58.92514395393474,58.64044064133326,60.72237758575692,58.35163835191079,0.0005522642316338271
15,0.6818129595588235,92.5925925925926,57.19769673704415,58.97529208894784,60.161408107414985,57.54405733479317,0.0005000000000000003
16,0.6500315946691176,93.33333333333333,58.54126679462573,58.55822501244051,59.80100851316499,58.01402715283746,0.00044773576836617363
17,0.6587344898897058,93.14814814814815,57.00575815738963,60.40904062754583,60.475072020310826,57.70921368432541,0.00039604415459112074
18,0.6123046875,94.81481481481482,59.69289827255279,58.98798929070407,60.32775678114133,58.48947982072463,0.00034549150281252666
19,0.6057703354779411,95.0,59.50095969289827,59.29821637521968,61.06210634753032,58.90602021328758,0.0002966316784621003
20,0.5728544347426471,95.74074074074073,59.50095969289827,59.657859306987085,61.80582748103639,59.3238664043223,0.00025000000000000055
21,0.5791733685661765,95.18518518518519,58.92514395393474,59.39283288959688,60.82856092392641,58.72828070633849,0.0002061073738537638
22,0.5422506893382353,96.29629629629629,59.11708253358925,59.60548758200317,61.313859481002254,59.05639420010096,0.00016543469682057116
23,0.5410730698529411,95.55555555555556,58.34932821497121,58.75781827964028,60.38798924142087,58.193796769228165,0.000128427587261303
24,0.5594841452205882,95.18518518518519,58.73320537428023,59.60404165809472,61.310155623357375,58.928755866131354,9.549150281252642e-05
25,0.5470616957720589,95.74074074074073,59.11708253358925,59.279605493516954,61.347856510613305,58.88571586019492,6.698729810778083e-05
26,0.5261517693014706,96.85185185185186,59.11708253358925,59.79154295615904,61.62799091431093,59.2871809209739,4.322727117869954e-05
27,0.5138729319852942,96.66666666666667,59.309021113243766,59.93690825082329,61.72058350690354,59.42371631547284,2.4471741852423252e-05
28,0.5168600643382353,97.5925925925926,59.11708253358925,59.79154295615904,61.62799091431093,59.2871809209739,1.0926199633097219e-05
29,0.5143899356617647,96.48148148148148,59.11708253358925,59.79154295615904,61.62799091431093,59.2871809209739,2.7390523158633016e-06
30,0.5411735983455882,94.81481481481482,59.11708253358925,59.79154295615904,61.62799091431093,59.2871809209739,0.0
