Parameter,Accuracy,Precision,Recall,F1-Score,Epoch
unknown,72.36084452975048,72.0264815369127,71.0418594707936,70.54221348009668,22
unknown,97.49798224374496,97.23768241466423,96.70423590969264,96.9147484467513,23
unknown,70.22222222222221,64.55961866967246,62.96097244760198,62.897754112462856,24
