epoch,train_loss,train_acc,test_acc,test_precision,test_recall,test_f1,learning_rate
1,3.609375,44.44444444444444,28.598848368522074,34.26000695337256,31.07425260848033,23.662317746901483,0.0009972609476841367
2,3.64453125,62.96296296296296,27.83109404990403,33.154765335072234,30.03902420440088,23.476537892561577,0.0009890738003669028
3,3.48046875,81.48148148148148,30.134357005758154,39.685816317328985,31.979986074974853,26.609748264390166,0.0009755282581475768
4,3.4375,88.88888888888889,34.16506717850288,44.99952579086359,35.00585808238589,29.89120565178513,0.0009567727288213003
5,3.314453125,96.29629629629629,34.548944337811896,42.72098514762035,35.97696110055665,32.72139293116292,0.0009330127018922195
6,3.2265625,96.29629629629629,31.861804222648754,36.1449880195923,33.23435795939502,29.658544584011736,0.0009045084971874739
7,3.197265625,96.29629629629629,31.669865642994242,36.40058396076367,33.201746831776354,28.643972662888128,0.0008715724127386972
8,3.169921875,96.29629629629629,31.477927063339735,36.88367601096034,33.80405146077731,28.49475773834302,0.0008345653031794292
9,3.1171875,100.0,31.861804222648754,37.93489108702613,34.5996030302189,28.644751515342335,0.0007938926261462366
10,3.095703125,100.0,31.477927063339735,37.95446028199427,34.785589882872415,28.193591528979578,0.00075
11,3.05859375,100.0,31.09404990403071,37.19160700953492,34.378750282602574,27.943687545942915,0.0007033683215379003
12,3.033203125,100.0,31.09404990403071,38.0809812379814,34.048985941400325,28.103639915164617,0.0006545084971874739
13,3.013671875,100.0,30.518234165067177,36.305663388184506,33.0871618178115,27.23765242112148,0.0006039558454088797
14,2.990234375,100.0,29.750479846449135,35.5146362278601,32.09610041008342,26.732841355523583,0.0005522642316338269
15,2.9765625,100.0,30.134357005758154,35.73690455599291,32.55104669836304,27.25682904547513,0.0005000000000000002
16,2.958984375,100.0,29.942418426103647,34.82605077142892,32.24525893567873,26.97729164158999,0.0004477357683661734
17,2.939453125,100.0,30.134357005758154,35.62394316736053,32.4470377754504,27.335602122787577,0.00039604415459112036
18,2.92578125,100.0,29.750479846449135,34.78732276205066,31.924424423889675,26.635672367903236,0.0003454915028125264
19,2.90625,100.0,29.558541266794624,34.120385915247155,31.72949265001054,26.29009692812393,0.0002966316784621
20,2.890625,100.0,29.750479846449135,34.43151575474117,32.1924556129735,26.5868192049737,0.00025000000000000017
21,2.87890625,100.0,29.942418426103647,34.45756841342831,32.36080578132366,26.70215212172525,0.00020610737385376354
22,2.87890625,100.0,29.942418426103647,34.292596697162196,32.36080578132366,26.69660478198165,0.00016543469682057108
23,2.861328125,100.0,29.942418426103647,34.492840275958756,32.36080578132366,26.67045185782576,0.00012842758726130298
24,2.85546875,100.0,29.942418426103647,34.509761720441034,32.36080578132366,26.707664302445615,9.549150281252637e-05
25,2.849609375,100.0,29.942418426103647,34.44463678689505,32.36080578132366,26.68891435440709,6.698729810778068e-05
26,2.83984375,100.0,29.942418426103647,34.44463678689505,32.36080578132366,26.68891435440709,4.322727117869953e-05
27,2.849609375,100.0,29.942418426103647,34.452787540143845,32.36080578132366,26.68858840834113,2.447174185242324e-05
28,2.845703125,100.0,29.942418426103647,34.452787540143845,32.36080578132366,26.68858840834113,1.092619963309716e-05
29,2.84765625,100.0,29.942418426103647,34.452787540143845,32.36080578132366,26.68858840834113,2.7390523158633003e-06
30,2.84375,100.0,29.942418426103647,34.452787540143845,32.36080578132366,26.68858840834113,0.0
