epoch,train_loss,train_acc,test_acc,test_precision,test_recall,test_f1,learning_rate
1,3.920703125,37.03703703703704,33.589251439539346,44.05610539917173,32.57881708355001,27.215318302430735,0.0009972609476841367
2,3.403515625,57.77777777777777,43.186180422264876,45.72096493870665,47.08606405987933,40.34069151393258,0.0009890738003669028
3,3.057421875,76.29629629629629,43.7619961612284,49.04921247227278,44.04707907118423,40.80889653875686,0.0009755282581475766
4,2.887890625,87.4074074074074,46.449136276391556,47.79559012035094,47.61556806340159,43.7874186841835,0.0009567727288213001
5,2.598828125,91.85185185185185,47.216890595009595,50.31413972943337,50.65256945654001,47.10482027340909,0.0009330127018922189
6,2.48984375,96.29629629629629,47.02495201535509,50.38421049594904,50.552694189056005,47.07797431353221,0.0009045084971874733
7,2.367578125,94.07407407407408,46.64107485604607,49.83650264735941,49.88353103375701,46.399464823227014,0.000871572412738697
8,2.26640625,95.55555555555556,46.257197696737045,50.46022245683982,49.918008596494765,46.204622748872026,0.0008345653031794289
9,2.080859375,96.29629629629629,44.33781190019194,48.64414141890901,48.07797061945597,44.578696979401016,0.0007938926261462363
10,1.9193359375,98.51851851851852,45.105566218809976,48.82018121281348,48.83040363592562,45.50311787206092,0.0007499999999999998
11,1.843359375,99.25925925925925,45.68138195777352,48.78230413363937,48.609429066292044,45.71543249072222,0.0007033683215378998
12,1.7509765625,99.25925925925925,45.87332053742802,47.81858545018671,48.29354414051779,45.3066656788138,0.0006545084971874734
13,1.663671875,100.0,44.913627639155465,47.46289941783319,47.74437861727068,44.63847200668173,0.0006039558454088793
14,1.6583984375,100.0,47.408829174664106,49.102957095374826,50.22025514768856,46.94862191371588,0.0005522642316338265
15,1.5865234375,99.25925925925925,47.216890595009595,48.60327979769802,49.30980969701323,46.54946847649114,0.0004999999999999996
16,1.4861328125,99.25925925925925,47.408829174664106,48.81345514780048,49.738238639255435,46.6756573384594,0.0004477357683661729
17,1.4025390625,100.0,46.83301343570058,48.590931837714926,49.22800712176439,45.995890784665534,0.0003960441545911199
18,1.383984375,100.0,47.216890595009595,48.60342409743358,49.578506274945546,46.331922906882575,0.000345491502812526
19,1.4015625,99.25925925925925,46.64107485604607,47.90905068114503,48.54475170973302,45.72768230577331,0.00029663167846209965
20,1.3353515625,99.25925925925925,46.257197696737045,47.66199850190331,48.13084250272037,45.42920612201809,0.0002499999999999997
21,1.3876953125,100.0,46.06525911708253,47.41354079594274,48.26271680126133,45.227032075592746,0.00020610737385376332
22,1.2783203125,99.25925925925925,46.06525911708253,47.40220614774305,48.46112949967402,45.26259111156155,0.00016543469682057076
23,1.281640625,100.0,46.449136276391556,47.55524350307596,48.6700240408877,45.685408179272166,0.00012842758726130276
24,1.2396484375,100.0,46.257197696737045,47.50753659621497,48.47699237952158,45.59055980057237,9.549150281252629e-05
25,1.244140625,100.0,46.449136276391556,47.77771367719581,48.8291731914725,45.88873107669854,6.698729810778072e-05
26,1.1974609375,99.25925925925925,46.83301343570058,48.02275355548641,49.05976777072609,46.173776639310255,4.32272711786996e-05
27,1.26171875,99.25925925925925,47.02495201535509,48.27145543373192,49.27763269447337,46.399937242066535,2.4471741852423218e-05
28,1.29296875,100.0,47.02495201535509,48.27145543373192,49.27763269447337,46.399937242066535,1.0926199633097203e-05
29,1.2107421875,100.0,47.02495201535509,48.27145543373192,49.27763269447337,46.399937242066535,2.7390523158633524e-06
30,1.2576171875,100.0,47.02495201535509,48.27145543373192,49.27763269447337,46.399937242066535,0.0
